,Id,Sentiment,Instagram Comment Text,clean_text
204,205,positive,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",jemima anak angkat celine eleeya anak hubung celine dirly haru jemima anak panti asuh rawat wajar stefen pilih celine hati 
205,206,positive,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,lucu bilang stefan menghabiskn muda wkwk umur mah muda muka baby face syukur bonus celinenya mantan begimane bawah umur ude pacran mcam laki bini hiks lepas deh susah ambil putus kayak stefan tipical cowok tnggung jwabnya 
206,207,positive,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,bawa keenan raisa bahagia ngedapetin suami super ngemong mature kayak hamish raisa dewasa banding wanita umur pikir raisa hamish untung pasang suami istri tuh gagal move on sok congratz raisa hamish moga nikah sakinah mawadah warahmah 
207,208,positive,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",raisa cantik ya artis tonjol nikah tuh mewah cantik sederhana sempurna banget 
208,209,positive,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",orang syudah cantik dandan heboh buat cantik makeup simple pesona bikin hamish klepek  
209,210,positive,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,bagus cari ilmu mana suami orang didik 
210,211,positive,Sukak cewe cantik dan kmauan blajarnya tinggi ???,suka cewek cantik mau blajarnya 
211,212,positive,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",yaampun artis good attitude layak panutan kuliah negeri bakti suami pilih kuliah wilayah suami salut banget 
212,213,positive,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",semangat batman va support manusia salah tolong bahas pliis 
213,214,positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,ya salam kenal ya mbak senang kenal mbak manusia ya manusia sombong digedein mentang deh artis tertawa ya mbak pergi ya komen foto korban sel 
214,215,positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",keren ya sederhana pancar suka keluarga presiden 
215,216,positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali",presiden embel gelar bangga 
216,217,positive,Proud of you Indonesia. God bless Indonesia,proud of you indonesia god bless indonesia 
217,218,positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,amazing banget miss national costume keren bangga budaya indonesia 
218,219,positive,Ikut bangga pastinya ??,bangga pasti 
219,220,positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,proud of you kak dea patut bangga 
220,221,positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,suka banget pidatox pembawaanx elegan brwibawah pntas mdptkan salut 
221,222,positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,percaya kak nik orang jujur semangat kak nik hebat 
222,223,positive," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",mbak benci nikmir salut munafik artis maaf image dpan sok sok aniaya jual air mata nikita real sygnya msyarakat cendrung superfisial 
223,224,positive,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,cantik alami bedak tebal gaya bak tante  
224,225,positive,Cantik dan gagah mudahan lancar dampe hari h,cantik gagah mudah lancar dampe h 
225,226,positive,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",cantik tampil dewasa sesuai muka cantik indonesia classy ayu ayu 
226,227,positive,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",lcb cantik lcb untung durian durian beuntung neng lcb sakina mawaddah warahmah amin 
227,228,positive,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",ganteng seragam ganteng panutan keluarga moga anak milik fisik elok mahluk allah 
228,229,positive,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",untung banget deh mbak mas ganteng sholeh sayang keluarga suami idam banget moga keluarga samawa 
229,230,positive,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,moga mas agus pimpin salah pimpin sukses sukses pimpin rumah tangga 
230,231,positive,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",dear cra berpakain cermin pribadi lembut gagah moga lurah lindung allah swt salam hormat kagum 
231,232,positive,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",sukses kak ayu moga senantiasa naung allah swt sehat amin 
232,233,positive,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",moga sehat umur ya nek muda banget cantik mashaallahhh 
233,234,positive,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,terimakasih keluarga pilih plataran darmawangsa acara keluarga staff plataran darmawangsa kes tunggu datang keluarga sehat keluarga amin amin iya rabbi 
234,235,positive,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",salam dirgantara terima kasih dukung sebar awareness kait program pesawat r moga momen emas titik bangkit industri pesawat terbang indonesia jaya eyang habibie yuk satu langkah terbang pesawat r langsung klik link bio ya 
235,236,positive,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",semangat iya eyang habibie sehat lindung allah ambisi kuat kereeeennnnn moga turus bangsa eyang habibie 
236,237,positive,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",milik cucu kebahagian nilai cucu generasi terus bangsa 
237,238,positive,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,keren tempat bagus nostalgia bersmaa keluarga 
238,239,positive,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,cantik ganteng ganteng sehat bu ani keluarga 
239,240,positive,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,barakallah cucu cantik ganteng moga anak sholeh sholeha bangga kelg 
240,241,positive,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,bu cucu bikin hati gembira ngangeni kadang kangen ceria salam kangen cucu cinta 
241,242,positive,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",lucu ganteng parah gede pinternya ketulungan salam hormat bu 
242,243,positive,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,terima kasih surabaya ani tani beliau kontribusi indonesia pimpin moga bahagia sehat amin 
243,244,positive,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,caption kali baca captionnya langsung ajar bahasa inggris terima kasih personal kenal anie betapa bangga anak cucu didik generasi bangsa mandiri unggul sehat moga cinta kasih keluarga engkau tebar 
244,245,positive,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",assalamualaikum hormat salam keluarga banda aceh bangga keluarga bahagia nya sikap etika perilaku keluarga sungguh bijaksana mas agus suami calon presiden beliau bangga salam hangat kenal keluarga iya bu darmanto rapi photo studio 
245,246,positive,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",senang lihat surabaya nikmat tua cucu cinta sehat iya memo pepo allah swt lindung memo pepo lurah kisss 
246,247,positive,Semangat mebangun indonesia yg lebih maju pak jokowi ????,semangat mebangun indonesia maju jokowi 
247,248,positive,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",artis kualitas wajah itulohhh kualitas banget hihi cantik bangetsss top deh pakai drama gimick hidup hihi kaya sederhana 
248,249,positive,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,mbak via sptnya siyok kejam dunia artis an mudah an sabar karya 
249,250,positive,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",suka via orang nya jujur gimmick an hidup hitam iya hitam putih iya putih bicara blak an suka bicara pura banget sih munafik ajar orang tua suka senyum palsu kayak artis sono noh mulut lebar kaya gorong tukang bohong munafik banget wartawan perilaku omong balance 
250,251,positive,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",go a head via cuekin aja gaul dunia kerja masyarakat gaul ertong gatel bin sirik lihat orang sukses anggep kuman bikin status neng bahan ngetawain 
251,252,positive,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,gagah kali abang borisq baca nmx sadar bang bor 
252,253,positive,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip,weewww bangga kali lihat bang pakai baju adat karo syip 
253,254,positive,Bagus banget baju dan pengantinya happy weding,bagus banget baju anti bahagia weding 
254,255,positive,MasyaAllah . bagus banget ..,masyaallah bagus banget 
255,256,positive,Gileee suaraaanyaa.. kereen parah.. sukak,gileee suaraaanyaa keren parah suka 
256,257,positive,Lebih keren dr penyanyi aslinya,keren nyanyi asli 
257,258,positive,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,kereeeeeeeeeeeeeeennn merinding brrrrr 
258,259,positive,Yatuhan suaranyaaaaaaa bagus bangetttttttt,yatuhan suaranyaaaaaaa bagus banget 
259,260,positive,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",keren suara super merdu coba audisi nyanyi bakat salur 
260,261,positive,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,bagus artis modal tampang doang suara jelek mending mas nyanyi dasar nasib orang ya moga mas sukses 
261,262,positive,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",dgrin bulu kuduk saking bgusnya masyaallah apik banget suara 
262,263,positive,Subhanallah tergetar hati dengar suara nya,subhanallah getar hati dengar suara nya 
263,264,positive,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,allah suara bagus banget cantik orang idam cowok 
264,265,positive,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",bagus suara tampil sesuai anak sekolah natural sesuai usia nya 
265,266,positive,Kerennnn suaranya bagus,keren suara bagus 
266,267,positive,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",cantik polos bakat moga tenar gek selebgram kayak sih mbak novilda iya adik hilang arah tetap cepat tumbuh dewasa asah bakat allah bless you both 
267,268,positive,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",bagus kayak pengin kenal rambut alus muka makeup biar kamera keren hahaha lelah habis pulang sekolah 
268,269,positive,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,ulang kali kali sampet percaya suara asli bagus banget 
269,270,positive,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,alhamdulillah kidz zaman niw karya wajar umur sok gede 
270,271,positive,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,aduh keren suara enak nge jazz muka mah entar tenar muka ikut hahahahahaha skill nomer batu abege jaman now 
271,272,positive,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,keren enak banget didengernya bosan puter ulang lipsing joget 
272,273,positive,waduuhhh...Kereeen bangeeet dedek2 emeesh,waduuhhh keren banget adek emeesh 
273,274,positive,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,sih yes banget coba iya seandaix anak video video kreativ bagus video mesum ngelem lain bau negativ bikin dosa maluin orang tua 
274,275,positive,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,bagus dandan natural permak kayak anak jaman now 
275,276,positive,Kereeeeennnn padahal nyanyinya santai banget ????????????,keren nyanyi santai banget 
276,277,positive,Polossss...keren....ga neko2 kayaknya...jossss,polossss keren neko kayak jossss 
277,278,positive,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,yesssssss bagus banget kids jaman now diksh jempolllll 
278,279,positive,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,wajah anak skul banget ya mase alami banget suka lihat lagu suara keren palg pakai bando suara mantap 
279,280,positive,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,keren suara dasar cantik tinggal poles dikit sinar 
280,281,positive,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",bagi suara pas banget pecah suara cakep 
281,282,positive,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,keren banget suara tinggal permak biar cantik viralkann 
282,283,positive,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa 
283,284,positive,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",yes yes yes lypsinc habis sih suara eh pas nya nyanyi bareng sadar asli keren 
284,285,positive,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,keren bakat artis duit muka cemerlang 
285,286,positive,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,keren min orang bakat kayak up publik 
286,287,positive,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,keren banget suara kids jaman now 
287,288,positive,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,mrinding bagus poll jaga iya adik polos smpek sih aw kawan 
288,289,positive,"Kereenn sumpaah,, kebangetan bagusnya..??",keren sumpaah banget bagus 
289,290,positive,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,iya ampun lakikny ganteng rini nya cantik mungil 
290,291,positive,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",suami swett sayang banget istri ganteng haaaaaaa sok swett moga langgeng sllu 
291,292,positive,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",mbak rini hamil iya selamat iya mbak moga kandung sehat mbak rini bahagia hamil moga lancar proses salin 
292,293,positive,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",kasihan anak anak rusak emaknya ya 
293,294,positive,Kalo pasangan cantik + ganteng suka deh liatnya?,pasang cantik ganteng suka deh lihat 
294,295,positive,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",hamil selamat iya mbak sandra moga hamil sehat fit moga lancar prosesi salin calon 
295,296,positive,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,ikut bahagia suka banget couple salah pasang sempurna 
296,297,positive,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",lihat infotainment nikah siap jelang nikah sandra dewi bilang calon suami pengin banget cepat anak habis meni suka anak prepare program laku kasih anak but finally congrats moga lancar sehat lahir 
297,298,positive,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,keluarga ter humble ter sempurna ter sederhana sok kayak pnah manja pakai pesawat jet pribadi kayak 
298,299,positive,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",bunda maia cantik moga sukses sehat iya cantik wajah cantik hati 
299,300,positive,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",artis kaguminn nikah muda neko sayang keluarga sayang suami utama anak puyeng dunia hibur artisann tajirrr mampuss plus alayy aneh salutt niaa smiga samawa ya nia and famzz 
300,301,positive," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",iya sih jujur fan nia pas tenar banget sinteronnya urus keluarga salut muda iya itungannya beda t 
301,302,positive,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,smnjk habis nikah aura keluarr banget suami sayang nia nya tulusss suka deh lihat 
302,303,positive,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,si mbak nya marah enak komen wajar marah foto mbak nya bully bawa fisik sgala bagus pintar mnyikapi medsos 
303,304,positive,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,cantik banget ya anak cewek puyeng kali ya jaga nya 
304,305,positive," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",iya mbak ariel ganteng ariel kharisma tarik tua keriput wajah kharisma nya lelaki pancar bukti mama tante gila ariel sa 
305,306,positive,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",manusia harga tulis tulis guna sakit hati orang iya tulis guna sosmed smart iya teman 
306,307,positive,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,lihat gaya apa bagus suka lagu nya sukses kak 
307,308,positive,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,banget emas salpok emas sumpah lagu music nya keren bngat konsep mv nya ambil handel keren denada taro kutang luar minim perestasi agnes wajar prestasi dunia fashion artis indonesia unggul berani cocok pakai 
308,309,positive,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",coba deh kritik bikin karya bagus kritik 
309,310,positive,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",protes sih protes coba usaha deh usaha pendek iya butuh go international protes pengin iya kaliam go international 
310,311,positive,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",keren suka agnes suka lagu suka ya nyanyi santai lagu asyik 
311,312,positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",banding lagu go internasional ngena seru enak didenger tumben agnes bumbu indonesia kayak batik 
312,313,positive,"Nah ini baru keren, daripada mba mba superman wkwkwk",keren mbak mbak superman wkwkwk 
313,314,positive,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",sumpah suka banget lagu asik banget dengernyaa 
314,315,positive,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,enak banget lagu album suka beautiful mistake 
315,316,positive,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,mantap suka banget agnes artis talenta kaya pamer artis ygblain suka pamer keren banget 
316,317,positive,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nya lhatt kakak agnes nya dance kayak nya nyamaann enakk banget tuh kaya nya 
317,318,positive,"Asik bgts dancenya,apa lg lagunya mancappppp",asik bgts dancenya lagu mancappppp 
318,319,positive,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,ganteng banget aura kencang banget ragu moga langgeng mami 
319,320,positive,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>",mami depe cantik banget awet muda kalah nyanyi datang moga samawa 
320,321,positive,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,ganteng yesss mami cocok deh babang moga langgeng iya unchhh lope mami 
321,322,positive,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,mbak dewi sabar keliahatannya keren moga langgeng 
322,323,positive,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,pasang hidup ijk salut sih mami depe matre neko single cocok doi ajak rit tetangga belah saking matrenya suami orang embat 
323,324,positive,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,duda singgel laki jaman setia tani dunia akhirat amin good luck dewi persil sehat karya 
324,325,positive,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,muantepp ganteng selamat tempuh hidup moga langgeng rumah tanggax bahagia selladem ayem 
325,326,positive,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",mbak depe langgeng iya karo masny mbak ibu fan banget mbak depe mbak mas saiful bilang pembntuny gapapala pengin banget ketemu mbak depe ibu dijambi mbak 
326,327,positive,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,dengar sakit hati tenang jalan pilih andah bahagia hati maju sukses pasang mu 
327,328,positive,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",cakep ganteng pacar dewi persik ganti ya dewi 
328,329,positive,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",untung bella orang fokus komen laki coba model baju diceramahin netizen 
329,330,positive,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,pasang suami istri normal romantisme istri umbar jaga suka umbar mesra iti banyak tutup nyata 
